PURCHASE ORDER #,START SHIP DATE,END SHIP DATE,EVENT_ID,EVENT_START_DATE,EVENT_END_DATE
22469349,12/20/19,1/12/20,314643,4/11/20 8:00,4/14/20 8:00
22469350,12/20/19,1/12/20,314640,4/11/20 8:00,4/14/20 8:00
22469351,12/20/19,1/12/20,314654,4/11/20 8:00,4/14/20 8:00
22469352,12/20/19,1/12/20,314655,4/11/20 8:00,4/14/20 8:00
22469353,12/20/19,1/12/20,314657,4/11/20 8:00,4/14/20 8:00
22469354,12/20/19,1/12/20,314658,4/11/20 8:00,4/14/20 8:00
22469355,12/20/19,1/12/20,314659,4/11/20 8:00,4/14/20 8:00
22469358,12/20/19,1/12/20,314777,4/11/20 8:00,4/14/20 8:00
22469359,12/20/19,1/12/20,314778,4/11/20 8:00,4/14/20 8:00
22469360,12/20/19,1/12/20,314791,4/11/20 8:00,4/14/20 8:00
22469361,12/20/19,1/12/20,314815,4/11/20 8:00,4/14/20 8:00
22469362,12/20/19,1/12/20,314873,4/11/20 8:00,4/14/20 8:00
22469363,12/20/19,1/12/20,314930,4/11/20 8:00,4/14/20 8:00
22469364,12/20/19,1/12/20,314967,4/11/20 8:00,4/14/20 8:00
22469365,12/20/19,1/12/20,314988,4/11/20 8:00,4/14/20 8:00
22469366,12/20/19,1/12/20,315044,4/11/20 8:00,4/14/20 8:00
22469367,12/20/19,1/12/20,315097,4/11/20 8:00,4/14/20 8:00
22469368,12/20/19,1/12/20,315122,4/11/20 8:00,4/14/20 8:00
22469369,12/20/19,1/12/20,315191,4/11/20 8:00,4/14/20 8:00
22469370,12/20/19,1/12/20,315233,4/11/20 8:00,4/14/20 8:00
22469371,12/20/19,1/12/20,315256,4/11/20 8:00,4/14/20 8:00
22469373,12/20/19,1/12/20,315292,4/11/20 8:00,4/14/20 8:00
22469374,12/20/19,1/12/20,315150,4/11/20 8:00,4/14/20 8:00
22469376,12/20/19,1/12/20,315245,4/11/20 8:00,4/14/20 8:00
22469377,12/20/19,1/12/20,315296,4/11/20 8:00,4/14/20 8:00
22469379,12/20/19,1/12/20,315216,4/11/20 8:00,4/14/20 8:00
22469381,12/20/19,1/12/20,315294,4/11/20 8:00,4/14/20 8:00
22469383,12/20/19,1/12/20,315295,4/11/20 8:00,4/14/20 8:00
22469384,12/20/19,1/12/20,315231,4/11/20 8:00,4/14/20 8:00
22469386,12/20/19,1/12/20,315297,4/11/20 8:00,4/14/20 8:00
22469388,12/20/19,1/12/20,315565,4/11/20 8:00,4/14/20 8:00
22469390,12/20/19,1/12/20,315566,4/11/20 8:00,4/14/20 8:00
22469393,12/20/19,1/12/20,315567,4/11/20 8:00,4/14/20 8:00
22469394,12/20/19,1/12/20,315568,4/11/20 8:00,4/14/20 8:00
22469396,12/20/19,1/12/20,315569,4/11/20 8:00,4/14/20 8:00
22469398,12/20/19,1/12/20,315570,4/11/20 8:00,4/14/20 8:00
22469400,12/20/19,1/12/20,315298,4/11/20 8:00,4/14/20 8:00
22469401,12/20/19,1/12/20,315299,4/11/20 8:00,4/14/20 8:00
22469403,12/20/19,1/12/20,315300,4/11/20 8:00,4/14/20 8:00
22469405,12/20/19,1/12/20,315316,4/11/20 8:00,4/14/20 8:00
22469407,12/20/19,1/12/20,315415,4/11/20 8:00,4/14/20 8:00
22469409,12/20/19,1/12/20,315445,4/11/20 8:00,4/14/20 8:00
22469412,12/20/19,1/12/20,315450,4/11/20 8:00,4/14/20 8:00
22469414,12/20/19,1/12/20,315474,4/11/20 8:00,4/14/20 8:00
22469420,12/20/19,1/12/20,315487,4/11/20 8:00,4/14/20 8:00
22469421,12/20/19,1/12/20,315518,4/11/20 8:00,4/14/20 8:00
22469422,12/20/19,1/12/20,315536,4/11/20 8:00,4/14/20 8:00
22469423,12/20/19,1/12/20,315551,4/11/20 8:00,4/14/20 8:00
22469424,12/20/19,1/12/20,315560,4/11/20 8:00,4/14/20 8:00
22469425,12/20/19,1/12/20,315571,4/11/20 8:00,4/14/20 8:00
22469426,12/20/19,1/12/20,315572,4/11/20 8:00,4/14/20 8:00
22469427,12/20/19,1/12/20,315574,4/11/20 8:00,4/14/20 8:00
22469428,12/20/19,1/12/20,315576,4/11/20 8:00,4/14/20 8:00
22469429,12/20/19,1/12/20,315580,4/11/20 8:00,4/14/20 8:00
22469430,12/20/19,1/12/20,314112,4/11/20 8:00,4/14/20 8:00
22469432,12/20/19,1/12/20,314113,4/11/20 8:00,4/14/20 8:00
22469433,12/20/19,1/12/20,315588,4/11/20 8:00,4/14/20 8:00
22469434,12/20/19,1/12/20,315589,4/11/20 8:00,4/14/20 8:00
22469435,12/20/19,1/12/20,314114,4/11/20 8:00,4/14/20 8:00
22469436,12/20/19,1/12/20,315590,4/11/20 8:00,4/14/20 8:00
22469437,12/20/19,1/12/20,315591,4/11/20 8:00,4/14/20 8:00
22469438,12/20/19,1/12/20,315592,4/11/20 8:00,4/14/20 8:00
22469439,12/20/19,1/12/20,314115,4/11/20 8:00,4/14/20 8:00
22469440,12/20/19,1/12/20,314116,4/11/20 8:00,4/14/20 8:00
22469441,12/20/19,1/12/20,314117,4/11/20 8:00,4/14/20 8:00
22469442,12/20/19,1/12/20,314118,4/11/20 8:00,4/14/20 8:00
22469443,12/20/19,1/12/20,314514,4/11/20 8:00,4/14/20 8:00
22469444,12/20/19,1/12/20,314516,4/11/20 8:00,4/14/20 8:00
22469445,12/20/19,1/12/20,314517,4/11/20 8:00,4/14/20 8:00
22469446,12/20/19,1/12/20,314519,4/11/20 8:00,4/14/20 8:00
22469447,12/20/19,1/12/20,314522,4/11/20 8:00,4/14/20 8:00
22469448,12/20/19,1/12/20,314524,4/11/20 8:00,4/14/20 8:00
22469449,12/20/19,1/12/20,314525,4/11/20 8:00,4/14/20 8:00
22469450,12/20/19,1/12/20,314526,4/11/20 8:00,4/14/20 8:00
22469451,12/20/19,1/12/20,314527,4/11/20 8:00,4/14/20 8:00
22469453,12/20/19,1/12/20,314528,4/11/20 8:00,4/14/20 8:00
22469454,12/20/19,1/12/20,314529,4/11/20 8:00,4/14/20 8:00
22469455,12/20/19,1/12/20,314530,4/11/20 8:00,4/14/20 8:00
22469456,12/20/19,1/12/20,315593,4/11/20 8:00,4/14/20 8:00
22469457,12/20/19,1/12/20,315594,4/11/20 8:00,4/14/20 8:00
22469458,12/20/19,1/12/20,315595,4/11/20 8:00,4/14/20 8:00
22469459,12/20/19,1/12/20,315596,4/11/20 8:00,4/14/20 8:00
22469460,12/20/19,1/12/20,315597,4/11/20 8:00,4/14/20 8:00
22469461,12/20/19,1/12/20,315598,4/11/20 8:00,4/14/20 8:00
22469462,12/20/19,1/12/20,315600,4/11/20 8:00,4/14/20 8:00
22469463,12/20/19,1/12/20,315603,4/11/20 8:00,4/14/20 8:00
22469465,12/20/19,1/12/20,314119,4/11/20 8:00,4/14/20 8:00
22469466,12/20/19,1/12/20,314120,4/11/20 8:00,4/14/20 8:00
22469467,12/20/19,1/12/20,314121,4/11/20 8:00,4/14/20 8:00
22469468,12/20/19,1/12/20,315604,4/11/20 8:00,4/14/20 8:00
22469469,12/20/19,1/12/20,315608,4/11/20 8:00,4/14/20 8:00
22469470,12/20/19,1/12/20,315614,4/11/20 8:00,4/14/20 8:00
22469471,12/20/19,1/12/20,315620,4/11/20 8:00,4/14/20 8:00
22469472,12/20/19,1/12/20,315626,4/11/20 8:00,4/14/20 8:00
22469473,12/20/19,1/12/20,315629,4/11/20 8:00,4/14/20 8:00
22469474,12/20/19,1/12/20,315631,4/11/20 8:00,4/14/20 8:00
22469475,12/20/19,1/12/20,315636,4/11/20 8:00,4/14/20 8:00
22469476,12/20/19,1/12/20,315639,4/11/20 8:00,4/14/20 8:00
22469477,12/20/19,1/12/20,315642,4/11/20 8:00,4/14/20 8:00
22469478,12/20/19,1/12/20,315645,4/11/20 8:00,4/14/20 8:00
22469479,12/20/19,1/12/20,315647,4/11/20 8:00,4/14/20 8:00
22469500,12/20/19,1/12/20,315649,4/11/20 8:00,4/14/20 8:00
22469506,12/20/19,1/12/20,315650,4/11/20 8:00,4/14/20 8:00
22469507,12/20/19,1/12/20,315652,4/11/20 8:00,4/14/20 8:00
22469508,12/20/19,1/12/20,315653,4/11/20 8:00,4/14/20 8:00
22469509,12/20/19,1/12/20,314645,4/11/20 8:00,4/14/20 8:00
22469510,12/20/19,1/12/20,315622,4/11/20 8:00,4/14/20 8:00
22469511,12/20/19,1/12/20,315610,4/11/20 8:00,4/14/20 8:00
22469512,12/20/19,1/12/20,315624,4/11/20 8:00,4/14/20 8:00
22469513,12/20/19,1/12/20,315625,4/11/20 8:00,4/14/20 8:00
22469514,12/20/19,1/12/20,315616,4/11/20 8:00,4/14/20 8:00
22469515,12/20/19,1/12/20,315613,4/11/20 8:00,4/14/20 8:00
22469516,12/20/19,1/12/20,315611,4/11/20 8:00,4/14/20 8:00
22469517,12/20/19,1/12/20,315605,4/11/20 8:00,4/14/20 8:00
22469518,12/20/19,1/12/20,315609,4/11/20 8:00,4/14/20 8:00
22469520,12/20/19,1/12/20,315619,4/11/20 8:00,4/14/20 8:00
22469521,12/20/19,1/12/20,315617,4/11/20 8:00,4/14/20 8:00
22469522,12/20/19,1/12/20,315606,4/11/20 8:00,4/14/20 8:00
22469523,12/20/19,1/12/20,315728,4/11/20 8:00,4/14/20 8:00
22469524,12/20/19,1/12/20,315729,4/11/20 8:00,4/14/20 8:00
22469525,12/20/19,1/12/20,315727,4/11/20 8:00,4/14/20 8:00
22469526,12/20/19,1/12/20,315726,4/11/20 8:00,4/14/20 8:00
22469527,12/20/19,1/12/20,315811,4/11/20 8:00,4/14/20 8:00
22469528,12/20/19,1/12/20,315725,4/11/20 8:00,4/14/20 8:00
22469529,12/20/19,1/12/20,315724,4/11/20 8:00,4/14/20 8:00
22469530,12/20/19,1/12/20,315818,4/11/20 8:00,4/14/20 8:00
22469531,12/20/19,1/12/20,315815,4/11/20 8:00,4/14/20 8:00
22469532,12/20/19,1/12/20,315817,4/11/20 8:00,4/14/20 8:00
22469533,12/20/19,1/12/20,315814,4/11/20 8:00,4/14/20 8:00
22469535,12/20/19,1/12/20,315847,4/11/20 8:00,4/14/20 8:00
22469536,12/20/19,1/12/20,315859,4/11/20 8:00,4/14/20 8:00
22469537,12/20/19,1/12/20,315866,4/11/20 8:00,4/14/20 8:00
22469538,12/20/19,1/12/20,315849,4/11/20 8:00,4/14/20 8:00
22469539,12/20/19,1/12/20,315863,4/11/20 8:00,4/14/20 8:00
22469540,12/20/19,1/12/20,315850,4/11/20 8:00,4/14/20 8:00
22469541,12/20/19,1/12/20,315844,4/11/20 8:00,4/14/20 8:00
22469542,12/20/19,1/12/20,315841,4/11/20 8:00,4/14/20 8:00
22469543,12/20/19,1/12/20,315868,4/11/20 8:00,4/14/20 8:00
22469544,12/20/19,1/12/20,315852,4/11/20 8:00,4/14/20 8:00
22469545,12/20/19,1/12/20,315865,4/11/20 8:00,4/14/20 8:00
22469546,12/20/19,1/12/20,315860,4/11/20 8:00,4/14/20 8:00
22469547,12/20/19,1/12/20,315853,4/11/20 8:00,4/14/20 8:00
22469549,12/20/19,1/12/20,315856,4/11/20 8:00,4/14/20 8:00
22469550,12/20/19,1/12/20,315822,4/11/20 8:00,4/14/20 8:00
22469551,12/20/19,1/12/20,315823,4/11/20 8:00,4/14/20 8:00
22469552,12/20/19,1/12/20,315824,4/11/20 8:00,4/14/20 8:00
22469558,12/20/19,1/12/20,315827,4/11/20 8:00,4/14/20 8:00
22469559,12/20/19,1/12/20,315828,4/11/20 8:00,4/14/20 8:00
22469560,12/20/19,1/12/20,315830,4/11/20 8:00,4/14/20 8:00
22469561,12/20/19,1/12/20,315832,4/11/20 8:00,4/14/20 8:00
22469562,12/20/19,1/12/20,315834,4/11/20 8:00,4/14/20 8:00
22469563,12/20/19,1/12/20,315836,4/11/20 8:00,4/14/20 8:00
22469564,12/20/19,1/12/20,315839,4/11/20 8:00,4/14/20 8:00
22469565,12/20/19,1/12/20,315843,4/11/20 8:00,4/14/20 8:00
22469566,12/20/19,1/12/20,315846,4/11/20 8:00,4/14/20 8:00
22469567,12/20/19,1/12/20,314122,4/11/20 8:00,4/14/20 8:00
22469568,12/20/19,1/12/20,314123,4/11/20 8:00,4/14/20 8:00
22469569,12/20/19,1/12/20,315640,4/11/20 8:00,4/14/20 8:00
22469570,12/20/19,1/12/20,314124,4/11/20 8:00,4/14/20 8:00
22469571,12/20/19,1/12/20,314125,4/11/20 8:00,4/14/20 8:00
22469572,12/20/19,1/12/20,315641,4/11/20 8:00,4/14/20 8:00
22469573,12/20/19,1/12/20,315643,4/11/20 8:00,4/14/20 8:00
22469574,12/20/19,1/12/20,315644,4/11/20 8:00,4/14/20 8:00
22469575,12/20/19,1/12/20,314126,4/11/20 8:00,4/14/20 8:00
22469577,12/20/19,1/12/20,314127,4/11/20 8:00,4/14/20 8:00
22469578,12/20/19,1/12/20,314128,4/11/20 8:00,4/14/20 8:00
22469579,12/20/19,1/12/20,314129,4/11/20 8:00,4/14/20 8:00
22469580,12/20/19,1/12/20,314130,4/11/20 8:00,4/14/20 8:00
22469581,12/20/19,1/12/20,315646,4/11/20 8:00,4/14/20 8:00
22469582,12/20/19,1/12/20,315648,4/11/20 8:00,4/14/20 8:00
22469583,12/20/19,1/12/20,314131,4/11/20 8:00,4/14/20 8:00
22469584,12/20/19,1/12/20,314132,4/11/20 8:00,4/14/20 8:00
22469585,12/20/19,1/12/20,315612,4/11/20 8:00,4/14/20 8:00
22469605,12/20/19,1/12/20,315615,4/11/20 8:00,4/14/20 8:00
22469607,12/20/19,1/12/20,315618,4/11/20 8:00,4/14/20 8:00
22469608,12/20/19,1/12/20,315621,4/11/20 8:00,4/14/20 8:00
22469610,12/20/19,1/12/20,315623,4/11/20 8:00,4/14/20 8:00
22469612,12/20/19,1/12/20,315627,4/11/20 8:00,4/14/20 8:00
22469613,12/20/19,1/12/20,315628,4/11/20 8:00,4/14/20 8:00
22469620,12/20/19,1/12/20,315630,4/11/20 8:00,4/14/20 8:00
22469737,12/20/19,1/12/20,315632,4/11/20 8:00,4/14/20 8:00
22469741,12/20/19,1/12/20,315633,4/11/20 8:00,4/14/20 8:00
22469743,12/20/19,1/12/20,315634,4/11/20 8:00,4/14/20 8:00
22469744,12/20/19,1/12/20,315635,4/11/20 8:00,4/14/20 8:00
22469746,12/20/19,1/12/20,315637,4/11/20 8:00,4/14/20 8:00
22469748,12/20/19,1/12/20,315638,4/11/20 8:00,4/14/20 8:00
22469749,12/20/19,1/12/20,314136,4/11/20 8:00,4/14/20 8:00
22469750,12/20/19,1/12/20,314137,4/11/20 8:00,4/14/20 8:00
22469751,12/20/19,1/12/20,315810,4/11/20 8:00,4/14/20 8:00
22469752,12/20/19,1/12/20,315812,4/11/20 8:00,4/14/20 8:00
22469753,12/20/19,1/12/20,314139,4/11/20 8:00,4/14/20 8:00
22469754,12/20/19,1/12/20,315813,4/11/20 8:00,4/14/20 8:00
22469755,12/20/19,1/12/20,315816,4/11/20 8:00,4/14/20 8:00
22469757,12/20/19,1/12/20,314140,4/11/20 8:00,4/14/20 8:00
22469759,12/20/19,1/12/20,315819,4/11/20 8:00,4/14/20 8:00
22469761,12/20/19,1/12/20,315820,4/11/20 8:00,4/14/20 8:00
22469763,12/20/19,1/12/20,315821,4/11/20 8:00,4/14/20 8:00
22469765,12/20/19,1/12/20,314141,4/11/20 8:00,4/14/20 8:00
22469767,12/20/19,1/12/20,315825,4/11/20 8:00,4/14/20 8:00
22469768,12/20/19,1/12/20,314142,4/11/20 8:00,4/14/20 8:00
22469770,12/20/19,1/12/20,314143,4/11/20 8:00,4/14/20 8:00
22469772,12/20/19,1/12/20,315826,4/11/20 8:00,4/14/20 8:00
22469774,12/20/19,1/12/20,314144,4/11/20 8:00,4/14/20 8:00
22469776,12/20/19,1/12/20,314145,4/11/20 8:00,4/14/20 8:00
22469778,12/20/19,1/12/20,315829,4/11/20 8:00,4/14/20 8:00
22469780,12/20/19,1/12/20,315831,4/11/20 8:00,4/14/20 8:00
22469782,12/20/19,1/12/20,315833,4/11/20 8:00,4/14/20 8:00
22469785,12/20/19,1/12/20,315835,4/11/20 8:00,4/14/20 8:00
22469823,12/20/19,1/12/20,315837,4/11/20 8:00,4/14/20 8:00
22469824,12/20/19,1/12/20,315838,4/11/20 8:00,4/14/20 8:00
22469825,12/20/19,1/12/20,315840,4/11/20 8:00,4/14/20 8:00
22469826,12/20/19,1/12/20,315842,4/11/20 8:00,4/14/20 8:00
22469827,12/20/19,1/12/20,315845,4/11/20 8:00,4/14/20 8:00
22469828,12/20/19,1/12/20,315848,4/11/20 8:00,4/14/20 8:00
22469829,12/20/19,1/12/20,315851,4/11/20 8:00,4/14/20 8:00
22469830,12/20/19,1/12/20,315854,4/11/20 8:00,4/14/20 8:00
22469831,12/20/19,1/12/20,315857,4/11/20 8:00,4/14/20 8:00
22469833,12/20/19,1/12/20,315861,4/11/20 8:00,4/14/20 8:00
22469834,12/20/19,1/12/20,315862,4/11/20 8:00,4/14/20 8:00
22469835,12/20/19,1/12/20,315864,4/11/20 8:00,4/14/20 8:00
22469836,12/20/19,1/12/20,316775,4/11/20 8:00,4/14/20 8:00
22469837,12/20/19,1/12/20,315870,4/11/20 8:00,4/14/20 8:00
22469838,12/20/19,1/12/20,315872,4/11/20 8:00,4/14/20 8:00
22469839,12/20/19,1/12/20,315873,4/11/20 8:00,4/14/20 8:00
22469840,12/20/19,1/12/20,315877,4/11/20 8:00,4/14/20 8:00
22469841,12/20/19,1/12/20,315878,4/11/20 8:00,4/14/20 8:00
22469842,12/20/19,1/12/20,315879,4/11/20 8:00,4/14/20 8:00
22469843,12/20/19,1/12/20,315880,4/11/20 8:00,4/14/20 8:00
22469844,12/20/19,1/12/20,315881,4/11/20 8:00,4/14/20 8:00
22469845,12/20/19,1/12/20,315882,4/11/20 8:00,4/14/20 8:00
22469846,12/20/19,1/12/20,315883,4/11/20 8:00,4/14/20 8:00
22469847,12/20/19,1/12/20,315884,4/11/20 8:00,4/14/20 8:00
22469848,12/20/19,1/12/20,315885,4/11/20 8:00,4/14/20 8:00
22469849,12/20/19,1/12/20,315886,4/11/20 8:00,4/14/20 8:00
22469850,12/20/19,1/12/20,315887,4/11/20 8:00,4/14/20 8:00
22469851,12/20/19,1/12/20,315888,4/11/20 8:00,4/14/20 8:00
22469852,12/20/19,1/12/20,315889,4/11/20 8:00,4/14/20 8:00
22469853,12/20/19,1/12/20,315890,4/11/20 8:00,4/14/20 8:00
22469854,12/20/19,1/12/20,315891,4/11/20 8:00,4/14/20 8:00
22469855,12/20/19,1/12/20,315867,4/11/20 8:00,4/14/20 8:00
22469856,12/20/19,1/12/20,315869,4/11/20 8:00,4/14/20 8:00
22469857,12/20/19,1/12/20,315871,4/11/20 8:00,4/14/20 8:00
22469858,12/20/19,1/12/20,315874,4/11/20 8:00,4/14/20 8:00
22469859,12/20/19,1/12/20,315875,4/11/20 8:00,4/14/20 8:00
22469861,12/20/19,1/12/20,315876,4/11/20 8:00,4/14/20 8:00
22469862,12/20/19,1/12/20,314146,4/11/20 8:00,4/14/20 8:00
22469863,12/20/19,1/12/20,315855,4/11/20 8:00,4/14/20 8:00
22469864,12/20/19,1/12/20,314147,4/11/20 8:00,4/14/20 8:00
22469865,12/20/19,1/12/20,314148,4/11/20 8:00,4/14/20 8:00
22469866,12/20/19,1/12/20,314149,4/11/20 8:00,4/14/20 8:00
22469868,12/20/19,1/12/20,315858,4/11/20 8:00,4/14/20 8:00
22469869,12/20/19,1/12/20,314151,4/11/20 8:00,4/14/20 8:00
22469870,12/20/19,1/12/20,314748,4/11/20 8:00,4/14/20 8:00
22469871,12/20/19,1/12/20,314750,4/11/20 8:00,4/14/20 8:00
22469872,12/20/19,1/12/20,314753,4/11/20 8:00,4/14/20 8:00
22469873,12/20/19,1/12/20,314755,4/11/20 8:00,4/14/20 8:00
22469874,12/20/19,1/12/20,314758,4/11/20 8:00,4/14/20 8:00
22469875,12/20/19,1/12/20,314761,4/11/20 8:00,4/14/20 8:00
22469876,12/20/19,1/12/20,314152,4/11/20 8:00,4/14/20 8:00
22469877,12/20/19,1/12/20,314153,4/11/20 8:00,4/14/20 8:00
22469878,12/20/19,1/12/20,314150,4/11/20 8:00,4/14/20 8:00
22469879,12/20/19,1/12/20,315905,4/11/20 8:00,4/14/20 8:00
22469880,12/20/19,1/12/20,315917,4/11/20 8:00,4/14/20 8:00
22469881,12/20/19,1/12/20,315919,4/11/20 8:00,4/14/20 8:00
22469882,12/20/19,1/12/20,315921,4/11/20 8:00,4/14/20 8:00
22469883,12/20/19,1/12/20,315922,4/11/20 8:00,4/14/20 8:00
22469884,12/20/19,1/12/20,315924,4/11/20 8:00,4/14/20 8:00
22469885,12/20/19,1/12/20,315925,4/11/20 8:00,4/14/20 8:00
22469886,12/20/19,1/12/20,315926,4/11/20 8:00,4/14/20 8:00
22469887,12/20/19,1/12/20,315927,4/11/20 8:00,4/14/20 8:00
22469888,12/20/19,1/12/20,315928,4/11/20 8:00,4/14/20 8:00
22470145,12/20/19,1/10/20,315929,4/9/20 8:00,4/12/20 8:00
22470156,12/20/19,1/10/20,314154,4/9/20 8:00,4/12/20 8:00
22470159,12/20/19,1/10/20,314155,4/9/20 8:00,4/12/20 8:00
22470162,12/20/19,1/10/20,314156,4/9/20 8:00,4/12/20 8:00
22470165,12/20/19,1/10/20,314157,4/9/20 8:00,4/12/20 8:00
22470169,12/20/19,1/10/20,315931,4/9/20 8:00,4/12/20 8:00
22470189,12/20/19,1/10/20,314158,4/9/20 8:00,4/12/20 8:00
22470193,12/20/19,1/10/20,314159,4/9/20 8:00,4/12/20 8:00
22470195,12/20/19,1/10/20,315933,4/9/20 8:00,4/12/20 8:00
22470199,12/20/19,1/10/20,315934,4/9/20 8:00,4/12/20 8:00
22470202,12/20/19,1/10/20,315935,4/9/20 8:00,4/12/20 8:00
22470206,12/20/19,1/10/20,315937,4/9/20 8:00,4/12/20 8:00
22470210,12/20/19,1/10/20,315938,4/9/20 8:00,4/12/20 8:00
22470213,12/20/19,1/10/20,315943,4/9/20 8:00,4/12/20 8:00
22470216,12/20/19,1/10/20,315946,4/9/20 8:00,4/12/20 8:00
22470217,12/20/19,1/10/20,315951,4/9/20 8:00,4/12/20 8:00
22470218,12/20/19,1/10/20,315952,4/9/20 8:00,4/12/20 8:00
22470219,12/20/19,1/10/20,315953,4/9/20 8:00,4/12/20 8:00
22470220,12/20/19,1/10/20,315954,4/9/20 8:00,4/12/20 8:00
22470221,12/20/19,1/10/20,315955,4/9/20 8:00,4/12/20 8:00
22470222,12/20/19,1/10/20,315956,4/9/20 8:00,4/12/20 8:00
22470223,12/20/19,1/10/20,315957,4/9/20 8:00,4/12/20 8:00
22470224,12/20/19,1/10/20,315958,4/9/20 8:00,4/12/20 8:00
22470225,12/20/19,1/10/20,315941,4/9/20 8:00,4/12/20 8:00
22470226,12/20/19,1/10/20,315945,4/9/20 8:00,4/12/20 8:00
22470227,12/20/19,1/10/20,315950,4/9/20 8:00,4/12/20 8:00
22470228,12/20/19,1/10/20,315948,4/9/20 8:00,4/12/20 8:00
22470229,12/20/19,1/10/20,315944,4/9/20 8:00,4/12/20 8:00
22470230,12/20/19,1/10/20,315939,4/9/20 8:00,4/12/20 8:00
22470232,12/20/19,1/10/20,315940,4/9/20 8:00,4/12/20 8:00
22470233,12/20/19,1/10/20,315949,4/9/20 8:00,4/12/20 8:00
22470234,12/20/19,1/10/20,315947,4/9/20 8:00,4/12/20 8:00
22470235,12/20/19,1/10/20,315942,4/9/20 8:00,4/12/20 8:00
22470406,12/20/19,1/12/20,316240,4/11/20 8:00,4/14/20 8:00
22471013,12/20/19,1/12/20,316243,4/11/20 8:00,4/14/20 8:00
22471014,12/20/19,1/12/20,316244,4/11/20 8:00,4/14/20 8:00
22471015,12/20/19,1/12/20,C,4/11/20 8:00,4/14/20 8:00
22471016,12/20/19,1/12/20,316245,4/11/20 8:00,4/14/20 8:00
22471017,12/20/19,1/12/20,C,4/11/20 8:00,4/14/20 8:00
22471018,12/20/19,1/12/20,316246,4/11/20 8:00,4/14/20 8:00
22471019,12/20/19,1/12/20,316247,4/11/20 8:00,4/14/20 8:00
22471020,12/20/19,1/12/20,316248,4/11/20 8:00,4/14/20 8:00
22471021,12/20/19,1/12/20,316249,4/11/20 8:00,4/14/20 8:00
22471022,12/20/19,1/12/20,316250,4/11/20 8:00,4/14/20 8:00
22471029,12/20/19,1/12/20,316251,4/11/20 8:00,4/14/20 8:00
22471031,12/20/19,1/12/20,316252,4/11/20 8:00,4/14/20 8:00
22471032,12/20/19,1/12/20,C,4/11/20 8:00,4/14/20 8:00
22471033,12/20/19,1/12/20,316235,4/11/20 8:00,4/14/20 8:00
22471034,12/20/19,1/12/20,314345,4/11/20 8:00,4/14/20 8:00
22471035,12/20/19,1/12/20,314344,4/11/20 8:00,4/14/20 8:00
22471036,12/20/19,1/12/20,315959,4/11/20 8:00,4/14/20 8:00
22471037,12/20/19,1/12/20,315960,4/11/20 8:00,4/14/20 8:00
22471038,12/20/19,1/12/20,315961,4/11/20 8:00,4/14/20 8:00
22471039,12/20/19,1/12/20,315962,4/11/20 8:00,4/14/20 8:00
22471040,12/20/19,1/12/20,315963,4/11/20 8:00,4/14/20 8:00
22471041,12/20/19,1/12/20,315964,4/11/20 8:00,4/14/20 8:00
22471042,12/20/19,1/12/20,315965,4/11/20 8:00,4/14/20 8:00
22471043,12/20/19,1/12/20,315966,4/11/20 8:00,4/14/20 8:00
22471155,12/20/19,1/12/20,315968,4/11/20 8:00,4/14/20 8:00
22471167,12/20/19,1/12/20,314384,4/11/20 8:00,4/14/20 8:00
22472948,12/20/19,1/12/20,314385,4/11/20 8:00,4/14/20 8:00
22474330,12/20/19,1/12/20,314397,4/11/20 8:00,4/14/20 8:00
22474399,12/20/19,1/12/20,316098,4/11/20 8:00,4/14/20 8:00
22474400,12/20/19,1/12/20,316099,4/11/20 8:00,4/14/20 8:00
22474402,12/20/19,1/12/20,316101,4/11/20 8:00,4/14/20 8:00
22474403,12/20/19,1/12/20,316102,4/11/20 8:00,4/14/20 8:00
22474404,12/20/19,1/12/20,316103,4/11/20 8:00,4/14/20 8:00
22474464,12/20/19,1/12/20,316106,4/11/20 8:00,4/14/20 8:00
22474467,12/20/19,1/12/20,316107,4/11/20 8:00,4/14/20 8:00
22474469,12/20/19,1/12/20,316108,4/11/20 8:00,4/14/20 8:00
22474470,12/20/19,1/12/20,316109,4/11/20 8:00,4/14/20 8:00
22474471,12/20/19,1/12/20,316111,4/11/20 8:00,4/14/20 8:00
22474472,12/20/19,1/12/20,316113,4/11/20 8:00,4/14/20 8:00
22474473,12/20/19,12/12/20,316114,3/12/21 8:00,3/15/21 8:00
22474474,12/20/19,1/12/20,316116,4/11/20 8:00,4/14/20 8:00
22474475,12/20/19,1/12/20,316118,4/11/20 8:00,4/14/20 8:00
22474476,12/20/19,1/12/20,316119,4/11/20 8:00,4/14/20 8:00
22474477,12/20/19,1/12/20,316120,4/11/20 8:00,4/14/20 8:00
22474478,12/20/19,1/12/20,316121,4/11/20 8:00,4/14/20 8:00
22474479,12/20/19,1/12/20,316122,4/11/20 8:00,4/14/20 8:00
22474480,12/20/19,1/12/20,316123,4/11/20 8:00,4/14/20 8:00
22474674,12/20/19,1/12/20,314391,4/11/20 8:00,4/14/20 8:00
22474676,12/20/19,1/12/20,316127,4/11/20 8:00,4/14/20 8:00
22474677,12/20/19,1/12/20,316128,4/11/20 8:00,4/14/20 8:00
22474678,12/20/19,1/12/20,316129,4/11/20 8:00,4/14/20 8:00
22474679,12/20/19,1/12/20,316130,4/11/20 8:00,4/14/20 8:00
